fact_id,product_id,time_id,price,original_price,discount_percentage,availability,stock_level,rating,review_count,sales_velocity,is_trending
42458,488,68,56.49,56.49,0.0,Out of Stock,16,3.71,3227,28.68,False
42459,488,69,54.21,54.21,0.0,In Stock,189,4.14,7777,140.39,False
42460,488,70,54.08,54.08,0.0,In Stock,115,4.28,5372,33.0,False
42461,488,71,50.97,50.97,0.0,In Stock,463,4.19,7957,53.84,False
42462,488,72,51.51,51.51,0.0,In Stock,164,3.96,6825,95.2,False
42463,488,73,59.61,59.61,0.0,In Stock,437,4.16,322,21.85,False
42464,488,74,54.41,54.41,0.0,In Stock,37,3.66,582,78.92,False
42465,488,75,57.37,57.37,0.0,In Stock,58,3.66,4881,76.4,False
42466,488,76,57.58,57.58,0.0,In Stock,477,4.26,6763,82.59,False
42467,488,77,50.91,50.91,0.0,Pre-Order,14,4.14,2429,95.45,False
42468,488,78,48.44,48.44,0.0,In Stock,186,3.85,7984,71.64,False
42469,488,79,49.07,49.07,0.0,In Stock,298,3.79,833,134.67,False
42470,488,80,55.24,55.24,0.0,In Stock,457,4.16,1698,109.81,False
42471,488,81,52.59,52.59,0.0,In Stock,425,4.25,6234,51.05,False
42472,488,82,50.43,50.43,0.0,In Stock,435,4.26,1665,49.8,False
42473,488,83,50.52,50.52,0.0,In Stock,267,4.27,5154,142.47,False
42474,488,84,60.07,60.07,0.0,In Stock,160,4.02,4899,117.0,False
42475,488,85,49.57,49.57,0.0,In Stock,415,3.72,6436,43.69,False
42476,488,86,37.21,52.89,29.64,In Stock,288,4.15,6751,49.78,True
42477,488,87,56.12,56.12,0.0,In Stock,373,4.07,7999,132.68,False
42478,488,88,61.27,61.27,0.0,In Stock,207,4.23,4287,143.89,False
42479,488,89,60.72,60.72,0.0,In Stock,42,4.25,1442,18.11,False
42480,488,90,61.51,61.51,0.0,Low Stock,14,4.21,1550,5.4,False
42481,489,1,29.66,29.66,0.0,In Stock,487,4.17,3879,76.29,False
42482,489,2,31.82,31.82,0.0,In Stock,340,4.17,4024,15.95,False
42483,489,3,29.81,29.81,0.0,In Stock,376,3.95,5277,41.59,False
42484,489,4,29.24,29.24,0.0,In Stock,147,4.05,7151,35.98,False
42485,489,5,34.76,34.76,0.0,In Stock,424,3.88,7690,120.84,False
42486,489,6,32.28,32.28,0.0,In Stock,89,3.86,3869,139.82,False
42487,489,7,34.29,34.29,0.0,In Stock,300,4.12,5928,140.85,False
42488,489,8,29.19,29.19,0.0,In Stock,453,4.0,6007,90.3,False
42489,489,9,30.39,30.39,0.0,In Stock,450,3.9,5503,13.81,False
42490,489,10,32.72,32.72,0.0,In Stock,16,4.24,6037,77.69,False
42491,489,11,27.45,34.21,19.77,Pre-Order,5,4.23,5702,127.85,False
42492,489,12,35.54,35.54,0.0,In Stock,407,4.03,602,14.92,False
42493,489,13,31.79,31.79,0.0,In Stock,341,4.13,5416,62.12,False
42494,489,14,30.1,30.1,0.0,Pre-Order,9,4.05,4145,112.67,False
42495,489,15,30.13,30.13,0.0,Low Stock,8,3.87,786,59.56,False
42496,489,16,29.17,29.17,0.0,Out of Stock,3,3.89,3503,58.12,False
42497,489,17,34.13,34.13,0.0,In Stock,193,4.28,6592,60.05,False
42498,489,18,31.48,31.48,0.0,Low Stock,4,4.03,7194,38.69,False
42499,489,19,31.46,31.46,0.0,In Stock,98,4.19,3320,97.38,False
42500,489,20,33.39,33.39,0.0,In Stock,459,4.26,2647,140.64,False
42501,489,21,29.85,29.85,0.0,In Stock,264,3.9,2515,56.85,False
42502,489,22,29.29,29.29,0.0,In Stock,457,3.72,3449,145.29,False
42503,489,23,32.29,32.29,0.0,In Stock,416,3.75,7334,104.43,False
42504,489,24,33.83,33.83,0.0,In Stock,309,3.99,157,63.19,False
42505,489,25,31.82,31.82,0.0,Out of Stock,0,3.99,2781,99.12,False
42506,489,26,35.64,35.64,0.0,In Stock,436,3.67,2925,132.28,False
42507,489,27,31.78,31.78,0.0,In Stock,310,3.95,4287,48.43,False
42508,489,28,30.39,30.39,0.0,In Stock,484,4.24,5534,57.54,False
42509,489,29,30.2,30.2,0.0,In Stock,394,4.16,6591,103.52,False
42510,489,30,30.57,30.57,0.0,Out of Stock,19,3.84,2503,145.75,False
42511,489,31,25.02,32.83,23.78,In Stock,59,4.08,5026,85.2,True
42512,489,32,33.23,33.23,0.0,Out of Stock,2,3.77,2607,72.76,False
42513,489,33,30.39,30.39,0.0,In Stock,68,4.06,6806,127.74,False
42514,489,34,34.16,34.16,0.0,Pre-Order,9,3.9,348,129.22,False
42515,489,35,26.46,31.6,16.27,In Stock,176,4.19,6145,95.43,False
42516,489,36,27.51,27.51,0.0,In Stock,358,3.72,7155,63.5,False
42517,489,37,28.83,28.83,0.0,In Stock,311,4.04,3755,107.73,False
42518,489,38,32.75,32.75,0.0,In Stock,189,4.23,1549,108.18,False
42519,489,39,28.14,28.14,0.0,In Stock,366,3.75,1132,147.88,False
42520,489,40,33.08,33.08,0.0,In Stock,179,3.86,1900,8.75,False
42521,489,41,33.73,33.73,0.0,In Stock,465,3.7,2969,105.82,False
42522,489,42,34.26,34.26,0.0,In Stock,355,3.87,3220,33.96,False
42523,489,43,28.22,28.22,0.0,In Stock,235,3.61,3640,82.53,False
42524,489,44,29.36,29.36,0.0,In Stock,375,4.01,4801,59.63,False
42525,489,45,33.5,33.5,0.0,In Stock,282,3.68,3168,96.06,False
42526,489,46,31.62,31.62,0.0,Out of Stock,7,4.22,803,24.95,False
42527,489,47,28.35,28.35,0.0,Low Stock,15,4.02,4745,65.51,False
42528,489,48,17.08,30.12,43.29,In Stock,437,4.16,3438,25.36,True
42529,489,49,34.24,34.24,0.0,Low Stock,12,3.79,3803,96.97,False
42530,489,50,28.26,28.26,0.0,In Stock,466,3.96,4779,90.72,False
42531,489,51,29.16,29.16,0.0,In Stock,453,3.86,5198,49.47,False
42532,489,52,31.91,31.91,0.0,Low Stock,8,4.21,6418,34.51,False
42533,489,53,28.54,28.54,0.0,Low Stock,8,3.77,4261,140.81,False
42534,489,54,32.6,32.6,0.0,Low Stock,18,3.76,2718,51.38,False
42535,489,55,33.62,33.62,0.0,In Stock,40,4.1,636,63.33,False
42536,489,56,34.17,34.17,0.0,In Stock,24,4.27,6862,86.35,False
42537,489,57,31.43,31.43,0.0,In Stock,242,3.8,3622,93.51,False
42538,489,58,16.1,27.94,42.38,In Stock,205,4.25,2162,37.0,True
42539,489,59,34.02,34.02,0.0,In Stock,176,3.68,7030,71.14,False
42540,489,60,33.35,33.35,0.0,Low Stock,2,3.84,526,87.01,False
42541,489,61,31.88,31.88,0.0,In Stock,364,3.94,4105,93.32,False
42542,489,62,33.76,33.76,0.0,In Stock,493,4.17,5172,133.29,False
42543,489,63,31.86,31.86,0.0,In Stock,30,4.06,5615,130.82,False
42544,489,64,25.61,25.61,0.0,In Stock,38,3.72,6525,87.51,False
42545,489,65,29.14,29.14,0.0,Pre-Order,17,3.69,2148,89.12,False
42546,489,66,28.9,28.9,0.0,Out of Stock,8,3.65,4392,84.83,False
42547,489,67,29.25,29.25,0.0,In Stock,11,3.98,5679,135.57,False
42548,489,68,31.29,31.29,0.0,In Stock,209,4.18,3924,49.92,False
42549,489,69,27.2,27.2,0.0,In Stock,306,4.08,4373,137.77,False
42550,489,70,28.61,28.61,0.0,In Stock,127,4.01,5721,38.55,False
42551,489,71,27.36,27.36,0.0,Out of Stock,0,4.15,7166,145.61,False
42552,489,72,27.22,27.22,0.0,In Stock,225,4.08,3042,76.41,False
42553,489,73,28.99,28.99,0.0,In Stock,150,4.01,3575,68.51,False
42554,489,74,32.58,32.58,0.0,Out of Stock,2,3.9,1538,32.14,False
42555,489,75,31.14,31.14,0.0,In Stock,384,3.95,6688,5.13,False
42556,489,76,32.7,32.7,0.0,In Stock,50,3.93,659,145.71,False
42557,489,77,32.93,32.93,0.0,Low Stock,9,4.13,3106,61.49,False
42558,489,78,16.72,26.52,36.93,In Stock,389,4.0,2640,119.44,True
42559,489,79,29.04,29.04,0.0,In Stock,72,3.66,193,10.36,False
42560,489,80,18.72,32.65,42.67,In Stock,279,3.84,5231,135.69,True
42561,489,81,17.57,30.31,42.02,In Stock,339,4.03,1822,76.17,True
42562,489,82,30.04,30.04,0.0,Low Stock,14,4.02,175,129.23,False
42563,489,83,33.05,33.05,0.0,Low Stock,2,4.21,2809,23.7,False
42564,489,84,32.75,32.75,0.0,In Stock,137,3.97,5385,108.57,False
42565,489,85,20.81,27.79,25.12,In Stock,174,3.82,1700,143.39,True
42566,489,86,17.55,30.06,41.6,In Stock,467,4.17,758,138.98,True
42567,489,87,24.24,32.49,25.4,In Stock,345,3.64,3831,28.95,True
42568,489,88,28.34,28.34,0.0,Low Stock,8,3.71,942,110.32,False
42569,489,89,28.65,28.65,0.0,In Stock,12,3.7,7688,141.14,False
42570,489,90,31.85,31.85,0.0,Low Stock,16,4.16,3427,121.2,False
42571,490,1,22.23,22.23,0.0,Pre-Order,8,3.72,231,82.47,False
42572,490,2,19.32,19.32,0.0,In Stock,205,3.86,497,28.78,False
42573,490,3,23.32,23.32,0.0,Low Stock,7,4.14,6817,136.85,False
42574,490,4,23.77,23.77,0.0,Out of Stock,0,4.23,6352,137.79,False
42575,490,5,22.98,22.98,0.0,Pre-Order,0,4.27,7534,9.26,False
42576,490,6,12.52,21.57,41.97,Pre-Order,16,3.79,1247,18.53,True
42577,490,7,23.29,23.29,0.0,In Stock,373,3.97,3736,23.95,False
42578,490,8,21.27,21.27,0.0,Low Stock,18,4.0,3007,140.3,False
42579,490,9,19.9,19.9,0.0,In Stock,303,3.69,1701,146.96,False
42580,490,10,24.44,24.44,0.0,In Stock,88,4.22,1282,22.91,False
42581,490,11,21.24,21.24,0.0,In Stock,64,3.82,109,49.86,False
42582,490,12,24.54,24.54,0.0,In Stock,246,3.81,2216,55.34,False
42583,490,13,15.01,23.02,34.8,In Stock,29,3.87,4665,129.82,True
42584,490,14,23.62,23.62,0.0,In Stock,476,3.69,7871,98.0,False
42585,490,15,21.89,21.89,0.0,In Stock,283,3.72,225,11.29,False
42586,490,16,20.0,20.0,0.0,In Stock,246,3.64,4808,50.04,False
42587,490,17,22.35,22.35,0.0,In Stock,11,4.01,4737,86.45,False
42588,490,18,23.33,23.33,0.0,In Stock,215,3.77,996,5.32,False
42589,490,19,20.31,20.31,0.0,Low Stock,5,3.66,2122,50.94,False
42590,490,20,13.76,23.82,42.24,In Stock,440,3.97,1747,24.25,True
42591,490,21,21.59,21.59,0.0,Out of Stock,0,4.15,5433,148.18,False
42592,490,22,21.27,21.27,0.0,In Stock,374,4.19,7876,134.07,False
42593,490,23,21.12,21.12,0.0,In Stock,55,4.04,5044,35.88,False
42594,490,24,20.89,20.89,0.0,In Stock,18,3.74,5781,91.77,False
42595,490,25,24.47,24.47,0.0,In Stock,466,4.13,7508,22.16,False
42596,490,26,21.58,21.58,0.0,In Stock,482,4.13,632,92.69,False
42597,490,27,20.52,20.52,0.0,In Stock,404,3.99,1778,135.2,False
42598,490,28,20.82,20.82,0.0,In Stock,307,4.06,1480,118.64,False
42599,490,29,19.46,19.46,0.0,In Stock,379,3.69,2009,137.55,False
42600,490,30,15.14,22.76,33.51,In Stock,390,4.26,5154,88.77,True
42601,490,31,22.51,22.51,0.0,In Stock,275,4.03,7976,94.67,False
42602,490,32,24.37,24.37,0.0,Low Stock,6,3.92,5091,41.39,False
42603,490,33,22.78,22.78,0.0,In Stock,226,3.93,3032,126.97,False
42604,490,34,21.46,21.46,0.0,Low Stock,19,4.29,2139,37.34,False
42605,490,35,22.72,22.72,0.0,Low Stock,13,4.29,7576,111.25,False
42606,490,36,20.48,20.48,0.0,Low Stock,5,3.96,5672,35.17,False
42607,490,37,19.16,19.16,0.0,In Stock,329,3.88,1965,26.99,False
42608,490,38,20.17,20.17,0.0,In Stock,311,3.8,2741,53.7,False
42609,490,39,21.79,21.79,0.0,In Stock,219,3.72,3154,25.65,False
42610,490,40,16.85,20.12,16.26,Low Stock,16,3.78,2858,110.74,False
42611,490,41,22.56,22.56,0.0,In Stock,218,3.61,4083,67.8,False
42612,490,42,22.11,22.11,0.0,In Stock,40,4.06,4472,14.13,False
42613,490,43,19.9,19.9,0.0,In Stock,91,4.1,5950,141.15,False
42614,490,44,20.97,20.97,0.0,In Stock,135,4.09,5712,28.58,False
42615,490,45,21.79,21.79,0.0,In Stock,26,3.67,2685,89.65,False
42616,490,46,17.12,23.3,26.53,In Stock,285,4.02,6423,123.9,True
42617,490,47,19.65,19.65,0.0,In Stock,420,4.04,467,66.09,False
42618,490,48,19.51,19.51,0.0,In Stock,448,3.8,7078,43.27,False
42619,490,49,22.17,22.17,0.0,In Stock,300,4.12,5039,92.7,False
42620,490,50,21.28,21.28,0.0,In Stock,260,3.69,1012,69.78,False
42621,490,51,19.43,19.43,0.0,In Stock,489,3.67,435,125.91,False
42622,490,52,22.12,22.12,0.0,In Stock,389,3.79,7356,88.58,False
42623,490,53,20.49,20.49,0.0,Low Stock,16,3.8,2302,97.41,False
42624,490,54,20.63,20.63,0.0,In Stock,109,3.69,3887,59.13,False
42625,490,55,21.47,21.47,0.0,In Stock,148,4.1,1465,123.65,False
42626,490,56,23.75,23.75,0.0,In Stock,78,3.77,4685,117.07,False
42627,490,57,19.7,19.7,0.0,Low Stock,19,4.12,2114,75.48,False
42628,490,58,19.93,19.93,0.0,In Stock,363,4.15,3587,72.1,False
42629,490,59,22.67,22.67,0.0,In Stock,151,3.94,1974,134.06,False
42630,490,60,21.54,21.54,0.0,Low Stock,19,4.11,2800,136.33,False
42631,490,61,20.53,20.53,0.0,In Stock,435,4.09,1677,34.04,False
42632,490,62,21.66,21.66,0.0,In Stock,357,4.29,2235,149.21,False
42633,490,63,21.62,21.62,0.0,In Stock,236,3.78,5236,19.88,False
42634,490,64,18.34,18.34,0.0,Low Stock,9,3.66,3862,37.26,False
42635,490,65,17.29,17.29,0.0,In Stock,33,3.63,972,73.63,False
42636,490,66,20.72,20.72,0.0,Low Stock,17,4.25,1721,108.65,False
42637,490,67,18.9,18.9,0.0,In Stock,490,4.17,3441,96.45,False
42638,490,68,20.18,20.18,0.0,Pre-Order,16,3.86,1445,149.26,False
42639,490,69,20.0,20.0,0.0,In Stock,171,4.03,1506,106.87,False
42640,490,70,18.59,18.59,0.0,Low Stock,12,4.08,5138,77.97,False
42641,490,71,19.49,19.49,0.0,In Stock,79,3.82,4886,75.53,False
42642,490,72,18.9,18.9,0.0,Pre-Order,19,4.14,7635,71.56,False
42643,490,73,22.15,22.15,0.0,In Stock,144,3.72,5147,73.07,False
42644,490,74,21.39,21.39,0.0,In Stock,259,4.18,1043,25.29,False
42645,490,75,21.55,21.55,0.0,Out of Stock,2,3.82,1700,130.11,False
42646,490,76,14.79,20.45,27.68,In Stock,287,3.77,7748,41.55,True
42647,490,77,19.45,19.45,0.0,In Stock,95,4.25,460,135.49,False
42648,490,78,19.49,19.49,0.0,In Stock,371,3.74,3357,17.02,False
42649,490,79,11.39,19.41,41.29,In Stock,473,4.3,2437,8.6,True
42650,490,80,18.8,18.8,0.0,In Stock,353,3.82,5283,23.26,False
42651,490,81,20.91,20.91,0.0,In Stock,267,3.93,2169,72.81,False
42652,490,82,20.41,20.41,0.0,In Stock,361,3.77,7489,78.41,False
42653,490,83,22.37,22.37,0.0,Pre-Order,6,4.29,2033,77.11,False
42654,490,84,15.91,21.04,24.37,In Stock,73,3.85,5238,73.23,True
42655,490,85,17.73,17.73,0.0,In Stock,214,4.07,6068,117.56,False
42656,490,86,20.71,20.71,0.0,In Stock,355,3.8,1286,56.1,False
42657,490,87,21.23,21.23,0.0,Pre-Order,3,3.61,2438,136.18,False
42658,490,88,18.93,18.93,0.0,In Stock,106,3.68,7635,128.47,False
42659,490,89,21.72,21.72,0.0,In Stock,226,3.97,2816,78.43,False
42660,490,90,22.45,22.45,0.0,In Stock,343,3.93,3662,29.28,False
42661,491,1,54.41,69.91,22.18,In Stock,249,3.8,3045,61.61,True
42662,491,2,62.51,62.51,0.0,Out of Stock,5,3.96,5608,110.52,False
42663,491,3,52.74,70.63,25.33,In Stock,424,4.18,5679,144.55,True
42664,491,4,69.43,69.43,0.0,In Stock,425,3.77,5508,47.65,False
42665,491,5,74.85,74.85,0.0,In Stock,88,3.85,6047,116.55,False
42666,491,6,71.84,71.84,0.0,In Stock,126,4.1,5867,82.36,False
42667,491,7,74.16,74.16,0.0,In Stock,286,3.93,5668,71.24,False
42668,491,8,66.11,66.11,0.0,In Stock,384,3.64,3924,59.5,False
42669,491,9,61.73,61.73,0.0,In Stock,493,4.06,5260,84.98,False
42670,491,10,76.86,76.86,0.0,In Stock,193,3.62,7190,79.51,False
42671,491,11,69.51,69.51,0.0,In Stock,452,3.67,2570,91.85,False
42672,491,12,46.75,65.46,28.59,In Stock,485,3.69,4100,96.05,True
42673,491,13,65.51,65.51,0.0,In Stock,374,4.29,2728,20.91,False
42674,491,14,67.9,67.9,0.0,In Stock,336,3.88,6197,39.15,False
42675,491,15,69.05,69.05,0.0,In Stock,275,3.8,4442,148.75,False
42676,491,16,59.7,59.7,0.0,In Stock,292,4.27,4598,63.41,False
42677,491,17,64.58,64.58,0.0,Low Stock,7,4.19,6161,43.8,False
42678,491,18,70.93,70.93,0.0,In Stock,376,3.64,2726,40.59,False
42679,491,19,76.57,76.57,0.0,In Stock,275,4.13,1695,49.44,False
42680,491,20,65.42,65.42,0.0,In Stock,373,4.16,2293,94.39,False
42681,491,21,72.13,72.13,0.0,In Stock,497,3.84,5779,75.35,False
42682,491,22,62.97,62.97,0.0,In Stock,151,4.17,4209,15.35,False
42683,491,23,69.21,69.21,0.0,In Stock,112,3.84,710,47.89,False
42684,491,24,70.49,70.49,0.0,Low Stock,9,3.9,2747,52.6,False
42685,491,25,76.31,76.31,0.0,In Stock,190,3.68,7586,131.07,False
42686,491,26,65.4,65.4,0.0,In Stock,376,4.05,5215,101.36,False
42687,491,27,71.11,71.11,0.0,In Stock,185,3.79,893,41.35,False
42688,491,28,77.66,77.66,0.0,Low Stock,2,3.65,912,45.56,False
42689,491,29,73.1,73.1,0.0,In Stock,59,3.88,4585,21.18,False
42690,491,30,65.17,65.17,0.0,Out of Stock,14,3.76,2846,15.78,False
42691,491,31,78.31,78.31,0.0,In Stock,299,3.61,1552,26.06,False
42692,491,32,65.24,65.24,0.0,In Stock,378,4.12,354,44.63,False
42693,491,33,72.53,72.53,0.0,In Stock,184,3.69,7077,32.34,False
42694,491,34,65.79,65.79,0.0,In Stock,93,4.15,5725,90.5,False
42695,491,35,64.16,64.16,0.0,Out of Stock,13,4.02,5491,20.26,False
42696,491,36,63.96,63.96,0.0,In Stock,264,3.88,1069,130.08,False
42697,491,37,67.6,67.6,0.0,In Stock,126,3.83,4355,108.45,False
42698,491,38,73.9,73.9,0.0,Pre-Order,10,3.71,7449,19.61,False
42699,491,39,66.25,66.25,0.0,In Stock,24,3.83,7509,58.29,False
42700,491,40,62.56,62.56,0.0,In Stock,17,3.72,544,75.18,False
42701,491,41,52.71,64.15,17.83,In Stock,74,4.28,7648,100.71,False
42702,491,42,68.38,68.38,0.0,In Stock,186,3.92,3188,103.27,False
42703,491,43,66.99,66.99,0.0,In Stock,488,3.7,5206,5.01,False
42704,491,44,61.76,61.76,0.0,In Stock,98,4.29,7147,10.92,False
42705,491,45,60.09,74.63,19.49,Out of Stock,1,4.05,6436,131.89,False
42706,491,46,73.43,73.43,0.0,In Stock,93,3.96,7327,139.56,False
42707,491,47,68.43,68.43,0.0,In Stock,434,3.87,6816,95.5,False
42708,491,48,64.33,64.33,0.0,Low Stock,17,3.76,2103,25.19,False
42709,491,49,69.64,69.64,0.0,In Stock,229,3.99,5316,136.96,False
42710,491,50,69.29,69.29,0.0,In Stock,23,4.03,7108,80.67,False
42711,491,51,64.8,64.8,0.0,Low Stock,6,3.85,6934,50.24,False
42712,491,52,66.71,66.71,0.0,In Stock,344,4.14,5132,19.44,False
42713,491,53,74.39,74.39,0.0,Low Stock,12,3.93,7628,90.68,False
42714,491,54,51.5,72.16,28.63,Pre-Order,11,3.64,4253,148.76,True
42715,491,55,65.52,65.52,0.0,In Stock,452,3.94,6405,6.14,False
42716,491,56,68.37,68.37,0.0,In Stock,139,3.76,4549,114.66,False
42717,491,57,64.58,64.58,0.0,In Stock,411,4.17,7982,76.44,False
42718,491,58,62.24,62.24,0.0,In Stock,48,4.05,434,90.99,False
42719,491,59,72.97,72.97,0.0,In Stock,181,3.61,6709,59.97,False
42720,491,60,74.02,74.02,0.0,In Stock,358,4.3,4361,38.08,False
42721,491,61,66.63,66.63,0.0,In Stock,438,4.03,5218,18.0,False
42722,491,62,66.82,66.82,0.0,In Stock,52,4.18,5463,33.1,False
42723,491,63,68.32,68.32,0.0,Out of Stock,6,3.91,3222,74.6,False
42724,491,64,46.73,62.91,25.72,In Stock,369,3.69,4551,137.96,True
42725,491,65,54.05,54.05,0.0,In Stock,46,3.96,4202,130.35,False
42726,491,66,62.49,62.49,0.0,In Stock,412,3.71,717,33.07,False
42727,491,67,61.04,61.04,0.0,Low Stock,13,4.24,7831,130.44,False
42728,491,68,67.93,67.93,0.0,In Stock,298,3.8,6895,81.08,False
42729,491,69,58.89,58.89,0.0,In Stock,69,3.99,5273,52.47,False
42730,491,70,66.99,66.99,0.0,Low Stock,12,4.27,6126,94.04,False
42731,491,71,61.34,61.34,0.0,In Stock,135,3.72,4848,80.76,False
42732,491,72,59.5,59.5,0.0,In Stock,426,3.96,1551,73.89,False
42733,491,73,70.11,70.11,0.0,Low Stock,6,3.86,5169,134.65,False
42734,491,74,61.79,61.79,0.0,In Stock,35,3.76,738,18.63,False
42735,491,75,68.71,68.71,0.0,In Stock,132,3.92,2307,66.68,False
42736,491,76,70.16,70.16,0.0,In Stock,400,4.25,1153,9.17,False
42737,491,77,67.61,67.61,0.0,Pre-Order,12,3.77,5985,26.66,False
42738,491,78,65.5,65.5,0.0,Pre-Order,19,4.19,3608,134.1,False
42739,491,79,63.07,63.07,0.0,In Stock,179,3.89,2779,52.14,False
42740,491,80,39.02,60.17,35.16,In Stock,355,4.07,5336,28.27,True
42741,491,81,66.61,66.61,0.0,Low Stock,18,4.28,3851,128.43,False
42742,491,82,59.46,59.46,0.0,Low Stock,11,3.9,6033,16.37,False
42743,491,83,69.63,69.63,0.0,In Stock,216,4.15,5705,75.85,False
42744,491,84,68.6,68.6,0.0,In Stock,453,4.27,248,68.98,False
42745,491,85,59.87,59.87,0.0,In Stock,446,4.0,1868,95.1,False
42746,491,86,58.38,58.38,0.0,In Stock,128,4.08,3485,131.67,False
42747,491,87,68.01,68.01,0.0,Out of Stock,14,4.04,5733,138.95,False
42748,491,88,65.11,65.11,0.0,In Stock,405,3.94,6449,85.44,False
42749,491,89,65.23,65.23,0.0,In Stock,47,4.03,89,75.48,False
42750,491,90,66.85,66.85,0.0,In Stock,150,3.85,6162,72.88,False
42751,492,1,122.81,122.81,0.0,In Stock,176,3.81,3900,144.66,False
42752,492,2,123.53,123.53,0.0,In Stock,19,4.28,2364,28.87,False
42753,492,3,91.14,126.96,28.21,In Stock,281,4.09,7869,91.94,True
42754,492,4,130.08,130.08,0.0,In Stock,256,3.82,986,48.37,False
42755,492,5,142.76,142.76,0.0,Low Stock,20,4.13,3217,63.46,False
42756,492,6,124.76,124.76,0.0,In Stock,393,4.27,7159,99.94,False
42757,492,7,147.12,147.12,0.0,In Stock,349,4.05,4856,8.33,False
42758,492,8,113.07,113.07,0.0,In Stock,327,4.01,7129,15.56,False
42759,492,9,137.3,137.3,0.0,In Stock,62,3.7,7045,27.83,False
42760,492,10,142.65,142.65,0.0,In Stock,271,4.04,4745,93.4,False
42761,492,11,129.3,129.3,0.0,In Stock,101,4.08,1462,107.67,False
42762,492,12,100.62,132.22,23.9,Low Stock,9,3.79,228,100.95,True
42763,492,13,131.96,131.96,0.0,In Stock,286,4.17,1313,65.52,False
42764,492,14,132.78,132.78,0.0,In Stock,396,4.04,6439,107.2,False
42765,492,15,116.52,116.52,0.0,In Stock,188,3.91,4654,111.22,False
42766,492,16,113.86,113.86,0.0,In Stock,255,3.65,2281,31.54,False
42767,492,17,132.91,132.91,0.0,Pre-Order,13,4.17,801,44.16,False
42768,492,18,94.58,144.71,34.64,In Stock,434,3.86,1110,31.33,True
42769,492,19,130.93,130.93,0.0,Low Stock,5,3.61,1973,19.75,False
42770,492,20,97.47,145.16,32.86,In Stock,331,3.86,7948,129.93,True
42771,492,21,140.62,140.62,0.0,In Stock,189,4.27,6645,58.71,False
42772,492,22,136.0,136.0,0.0,In Stock,334,3.66,6085,144.31,False
42773,492,23,92.83,120.76,23.13,Low Stock,11,3.74,530,5.98,True
42774,492,24,135.82,135.82,0.0,Low Stock,14,4.03,2315,56.45,False
42775,492,25,139.39,139.39,0.0,In Stock,473,4.15,5843,81.23,False
42776,492,26,130.34,130.34,0.0,Low Stock,1,3.74,3634,46.36,False
42777,492,27,130.28,130.28,0.0,In Stock,117,3.67,1609,89.8,False
42778,492,28,131.07,131.07,0.0,In Stock,299,3.95,6023,27.84,False
42779,492,29,121.97,121.97,0.0,In Stock,381,4.16,6836,80.18,False
42780,492,30,124.12,124.12,0.0,In Stock,194,3.87,7197,17.49,False
42781,492,31,128.74,128.74,0.0,In Stock,140,4.02,416,132.26,False
42782,492,32,132.7,132.7,0.0,In Stock,291,3.92,4664,135.38,False
42783,492,33,139.09,139.09,0.0,In Stock,205,3.72,7367,6.15,False
42784,492,34,130.34,130.34,0.0,In Stock,166,3.78,6358,23.04,False
42785,492,35,122.87,122.87,0.0,In Stock,240,3.66,3491,25.47,False
42786,492,36,127.28,127.28,0.0,In Stock,179,4.15,1847,5.19,False
42787,492,37,116.56,116.56,0.0,In Stock,273,3.94,5677,24.34,False
42788,492,38,132.28,132.28,0.0,In Stock,302,4.24,507,66.98,False
42789,492,39,122.32,122.32,0.0,In Stock,149,4.1,3388,52.06,False
42790,492,40,137.12,137.12,0.0,Low Stock,6,3.64,563,42.0,False
42791,492,41,141.66,141.66,0.0,In Stock,219,4.22,1453,21.73,False
42792,492,42,133.63,133.63,0.0,In Stock,248,4.27,2570,137.79,False
42793,492,43,73.29,118.57,38.19,In Stock,175,3.66,5665,131.06,True
42794,492,44,111.87,111.87,0.0,In Stock,328,3.64,2249,67.84,False
42795,492,45,128.54,128.54,0.0,In Stock,286,4.18,521,50.57,False
42796,492,46,121.09,121.09,0.0,In Stock,39,3.74,7904,116.57,False
42797,492,47,137.57,137.57,0.0,In Stock,34,4.0,4761,119.77,False
42798,492,48,126.28,126.28,0.0,In Stock,258,3.61,7920,146.55,False
42799,492,49,133.41,133.41,0.0,In Stock,31,3.72,3536,67.53,False
42800,492,50,116.8,116.8,0.0,In Stock,212,4.11,376,124.2,False
42801,492,51,85.83,116.26,26.17,In Stock,166,4.17,6316,63.86,True
42802,492,52,137.19,137.19,0.0,In Stock,180,3.63,3321,77.03,False
42803,492,53,122.92,122.92,0.0,In Stock,352,4.22,6710,25.64,False
42804,492,54,122.04,122.04,0.0,In Stock,41,4.06,4598,83.16,False
42805,492,55,130.33,130.33,0.0,Low Stock,19,3.9,749,8.16,False
42806,492,56,140.48,140.48,0.0,Low Stock,17,4.07,7191,149.46,False
42807,492,57,125.78,125.78,0.0,In Stock,223,3.86,6523,113.7,False
42808,492,58,67.36,122.12,44.84,In Stock,189,3.92,1755,11.04,True
42809,492,59,120.21,120.21,0.0,In Stock,140,4.21,979,68.77,False
42810,492,60,105.76,125.88,15.98,Low Stock,14,3.95,7106,39.52,False
42811,492,61,134.71,134.71,0.0,In Stock,364,3.68,4750,60.52,False
42812,492,62,139.1,139.1,0.0,Pre-Order,18,3.78,2894,36.38,False
